TargetName	HUGOSymbol	TargetGroup	AnalyteType	Codeclass	Pooling	CorrelationToNegatives	GlobalOutliers
LYN	LYN	All Probes;Cell Cycle;C-type lectin receptors (CLRs);Costimulation by the CD28 family;Fc epsilon receptor (FCERI) signaling;Signaling by Erythropoietin;Signaling by the B Cell Receptor (BCR);Cell surface interactions at the vascular wall;Axon guidance;Growth hormone receptor signaling;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.771679632489147	0
MAD2L2	MAD2L2	All Probes;DNA Repair	RNA	Endogenous	01	0.660841008225211	0
MAGEB2	MAGEB2	All Probes	RNA	Endogenous	01	0.906518753913813	0
MAGEC1	MAGEC1	All Probes	RNA	Endogenous	01	0.912654625925123	0
MAGEC2	MAGEC2	All Probes	RNA	Endogenous	01	0.755307783111932	0
MAML2	MAML2	All Probes;Signaling by NOTCH;Diseases of signal transduction;Regulation of beta-cell development	RNA	Endogenous	01	0.924724536908274	0
MAP2K1	MAP2K1	All Probes;FLT3 Signaling;Interleukin-17 signaling;Diseases of signal transduction;MAPK family signaling cascades;Interleukin-1 family signaling;Axon guidance;Signaling by NTRKs;Toll-like Receptor Cascades	RNA	Endogenous	01	0.867594220632499	0
MAP2K4	MAP2K4	All Probes;Interleukin-17 signaling;Cellular responses to external stimuli;Fc epsilon receptor (FCERI) signaling;Interleukin-1 family signaling;Toll-like Receptor Cascades	RNA	Endogenous	01	0.757388197266588	0
MAP2K6	MAP2K6	All Probes;Interleukin-17 signaling;Cellular responses to external stimuli;Transcriptional Regulation by TP53;Interleukin-1 family signaling;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Toll-like Receptor Cascades	RNA	Endogenous	01	0.613548565321642	0
MAP3K1	MAP3K1	All Probes;Fc epsilon receptor (FCERI) signaling;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Toll-like Receptor Cascades	RNA	Endogenous	01	0.817361417839377	0
MAP3K12	MAP3K12	All Probes	RNA	Endogenous	01	0.756523184741713	0
MAP3K13	MAP3K13	All Probes	RNA	Endogenous	01	0.343302084364343	0
MAP3K14	MAP3K14	All Probes;C-type lectin receptors (CLRs);Costimulation by the CD28 family;TNFR2 non-canonical NF-kB pathway	RNA	Endogenous	01	0.895614506640455	0
MAP3K5	MAP3K5	All Probes;Cellular responses to external stimuli	RNA	Endogenous	01	0.913112466658118	0
MAP3K7	MAP3K7	All Probes;TCR signaling;Interleukin-17 signaling;C-type lectin receptors (CLRs);Fc epsilon receptor (FCERI) signaling;Post-translational protein modification;Signaling by WNT;Interleukin-1 family signaling;Signaling by the B Cell Receptor (BCR);Death Receptor Signalling;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Toll-like Receptor Cascades	RNA	Endogenous	01	0.868440782123897	0
MAP3K8	MAP3K8	All Probes;Interleukin-17 signaling;Costimulation by the CD28 family;Interleukin-1 family signaling;Toll-like Receptor Cascades	RNA	Endogenous	01	0.864014212281998	0
MAP4K2	MAP4K2	All Probes	RNA	Endogenous	01	0.842510136813871	0
MAPK1	MAPK1	All Probes;FLT3 Signaling;Intracellular signaling by second messengers;Cell Cycle;Signaling by Rho GTPases;Neutrophil degranulation;Interleukin-17 signaling;Cellular responses to external stimuli;Fc epsilon receptor (FCERI) signaling;Signaling by Nuclear Receptors;Diseases of signal transduction;MAPK family signaling cascades;Transcriptional regulation by RUNX2;Signaling by FGFR;Neuronal System;Axon guidance;Programmed Cell Death;Signaling by NTRKs;Growth hormone receptor signaling;Toll-like Receptor Cascades;GPCR downstream signalling;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.694353944612274	0
MAPK10	MAPK10	All Probes;Interleukin-17 signaling;Cellular responses to external stimuli;Fc epsilon receptor (FCERI) signaling;Toll-like Receptor Cascades	RNA	Endogenous	01	0.497566764709823	0
MAPK11	MAPK11	All Probes;Organelle biogenesis and maintenance;Signaling by Rho GTPases;Signaling by VEGF;Interleukin-17 signaling;Cellular responses to external stimuli;Transcriptional Regulation by TP53;Axon guidance;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Metabolism of RNA;Signaling by NTRKs;Toll-like Receptor Cascades	RNA	Endogenous	01	0.889736345605346	0
MAPK12	MAPK12	All Probes;Organelle biogenesis and maintenance;Signaling by VEGF;Axon guidance;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Signaling by NTRKs	RNA	Endogenous	01	0.872920935297552	0
MAPK14	MAPK14	All Probes;Organelle biogenesis and maintenance;Signaling by Rho GTPases;Signaling by VEGF;Neutrophil degranulation;Interleukin-17 signaling;Cellular responses to external stimuli;Transcriptional Regulation by TP53;Axon guidance;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Metabolism of RNA;Signaling by NTRKs;Toll-like Receptor Cascades;Platelet activation, signaling and aggregation;Platelet homeostasis	RNA	Endogenous	01	0.54225071847924	0
MAPK3	MAPK3	All Probes;FLT3 Signaling;Intracellular signaling by second messengers;Cell Cycle;Signaling by Rho GTPases;Interleukin-17 signaling;Cellular responses to external stimuli;Fc epsilon receptor (FCERI) signaling;Signaling by Nuclear Receptors;Diseases of signal transduction;Interferon Signaling;MAPK family signaling cascades;Transcriptional regulation by RUNX2;Signaling by FGFR;Neuronal System;Axon guidance;Programmed Cell Death;Signaling by NTRKs;Growth hormone receptor signaling;Toll-like Receptor Cascades;GPCR downstream signalling;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.616710339271741	0
MAPK8	MAPK8	All Probes;Interleukin-17 signaling;Cellular responses to external stimuli;Fc epsilon receptor (FCERI) signaling;DNA Repair;Interleukin-1 family signaling;Death Receptor Signalling;Axon guidance;Programmed Cell Death;Toll-like Receptor Cascades	RNA	Endogenous	01	0.865359394879197	0
MAPK8IP2	MAPK8IP2	All Probes	RNA	Endogenous	01	0.889316290000438	0
MAPKAPK2	MAPKAPK2	All Probes;Signaling by VEGF;Interleukin-17 signaling;Cellular responses to external stimuli;Metabolism of lipids;Metabolism of RNA;Signaling by NTRKs;Toll-like Receptor Cascades	RNA	Endogenous	01	0.598360430857141	0
MASP1	MASP1	All Probes;Vesicle-mediated transport;Complement cascade	RNA	Endogenous	01	0.923162447459544	0
MASP2	MASP2	All Probes;Complement cascade	RNA	Endogenous	01	0.906138326976415	0
MAVS	MAVS	All Probes;Post-translational protein modification;DDX58/IFIH1-mediated induction of interferon-alpha/beta	RNA	Endogenous	01	0.67012714839561	0
MBL2	MBL2	All Probes;Complement cascade	RNA	Endogenous	01	0.910420228509298	0
MCM2	MCM2	All Probes;Cell Cycle	RNA	Endogenous	01	0.667506755204216	0
MCM4	MCM4	All Probes;Cell Cycle	RNA	Endogenous	01	0.667080756724074	0
MCM5	MCM5	All Probes;Cell Cycle	RNA	Endogenous	01	0.793736551115092	0
MCM7	MCM7	All Probes;Cell Cycle	RNA	Endogenous	01	0.709865071050493	0
MDC1	MDC1	All Probes;Cell Cycle;Transcriptional Regulation by TP53;DNA Repair;Post-translational protein modification	RNA	Endogenous	01	0.818799572734445	0
MDM2	MDM2	All Probes;Intracellular signaling by second messengers;Cell Cycle;Cellular responses to external stimuli;Transcriptional Regulation by TP53;Post-translational protein modification;Diseases of signal transduction;Neuronal System	RNA	Endogenous	01	0.621489911534504	0
MECOM	MECOM	All Probes;Intracellular signaling by second messengers;Chromatin modifying enzymes	RNA	Endogenous	01	0.355916267330606	0
MED12	MED12	All Probes;Transcriptional regulation of white adipocyte differentiation;Metabolism of lipids	RNA	Endogenous	01	0.843822678246431	0
MEFV	MEFV	All Probes;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	RNA	Endogenous	01	0.931113517541433	0
MELK	MELK	All Probes	RNA	Endogenous	01	0.913429223851385	0
MEN1	MEN1	All Probes;Signaling by Rho GTPases;Post-translational protein modification;Signaling by WNT;Signaling by TGF-beta family members	RNA	Endogenous	01	0.51211635247633	0
MERTK	MERTK	All Probes;Cell surface interactions at the vascular wall	RNA	Endogenous	01	0.84844608730554	0
MET	MET	All Probes;FLT3 Signaling;Intracellular signaling by second messengers;Diseases of signal transduction;MAPK family signaling cascades;Axon guidance	RNA	Endogenous	01	0.456692519655445	0
MFGE8	MFGE8	All Probes;Post-translational protein modification;Amyloid fiber formation	RNA	Endogenous	01	0.718552031716349	0
MFNG	MFNG	All Probes;Signaling by NOTCH	RNA	Endogenous	01	0.79636329796359	0
MGMT	MGMT	All Probes;DNA Repair	RNA	Endogenous	01	0.875580453493603	0
MKI67	MKI67	All Probes	RNA	Endogenous	01	0.884704128937505	0
MLANA	MLANA	All Probes	RNA	Endogenous	01	0.913347695589057	0
MLF1	MLF1	All Probes	RNA	Endogenous	01	0.559869875207783	0
MLH1	MLH1	All Probes;Cell Cycle;Transcriptional Regulation by TP53;DNA Repair	RNA	Endogenous	01	0.824763685583736	0
MLLT3	MLLT3	All Probes;RNA Polymerase II Pre-transcription Events	RNA	Endogenous	01	0.866571869707216	0
MMP7	MMP7	All Probes;Signaling by Nuclear Receptors;Extracellular matrix organization	RNA	Endogenous	01	0.148998198345581	0
MNAT1	MNAT1	All Probes;Cell Cycle;RNA Polymerase II Pre-transcription Events;Transcriptional Regulation by TP53;DNA Repair;Transcriptional regulation by RUNX1;Epigenetic regulation of gene expression;Metabolism of RNA	RNA	Endogenous	01	0.584744879391119	0
MPL	MPL	All Probes;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.932946125367203	0
MPO	MPO	All Probes;Neutrophil degranulation	RNA	Endogenous	01	0.924753398465586	0
MR1	MR1	All Probes	RNA	Endogenous	01	0.687940466100453	0
MRE11	MRE11	All Probes;Cell Cycle;Cellular responses to external stimuli;Transcriptional Regulation by TP53;DNA Repair	RNA	Endogenous	01	0.727447485260509	0
MS4A6A	MS4A6A	All Probes	RNA	Endogenous	01	0.717530322377477	0
MSH2	MSH2	All Probes;Transcriptional Regulation by TP53;DNA Repair	RNA	Endogenous	01	0.724864890600457	0
MSH6	MSH6	All Probes;DNA Repair	RNA	Endogenous	01	0.825438035779914	0
MST1R	MST1R	All Probes	RNA	Endogenous	01	0.518668590495664	0
MTOR	MTOR	All Probes;Intracellular signaling by second messengers;Signaling by VEGF;Cellular responses to external stimuli;Transcriptional Regulation by TP53;Costimulation by the CD28 family;Diseases of signal transduction;Autophagy;mTOR signalling	RNA	Endogenous	01	0.618170090393394	0
MUC1	MUC1	All Probes;C-type lectin receptors (CLRs);Post-translational protein modification;Interleukin-4 and Interleukin-13 signaling	RNA	Endogenous	01	0.199641558409002	0
MUTYH	MUTYH	All Probes;DNA Repair	RNA	Endogenous	01	0.715363764187113	0
MX1	MX1	All Probes;Interferon Signaling	RNA	Endogenous	01	0.432513125203549	0
MXI1	MXI1	All Probes	RNA	Endogenous	01	0.904778550105008	0
MYB	MYB	All Probes;Signaling by Nuclear Receptors;Factors involved in megakaryocyte development and platelet production;Transcriptional regulation by RUNX1;Transcriptional regulation of granulopoiesis	RNA	Endogenous	01	0.862283823184726	0
MYC	MYC	All Probes;Cell Cycle;Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors;Signaling by NOTCH;Signaling by Nuclear Receptors;Post-translational protein modification;Diseases of signal transduction;Signaling by WNT;Interleukin-4 and Interleukin-13 signaling;MAPK family signaling cascades;Signaling by TGF-beta family members;Transcriptional regulation of granulopoiesis	RNA	Endogenous	01	0.741712490290864	0
MYCN	MYCN	All Probes	RNA	Endogenous	01	0.940314023960298	0
MYCT1	MYCT1	All Probes	RNA	Endogenous	01	0.911964368098022	0
MYD88	MYD88	All Probes;Intracellular signaling by second messengers;Class I MHC mediated antigen processing & presentation;Interleukin-1 family signaling;Death Receptor Signalling;Toll-like Receptor Cascades	RNA	Endogenous	01	0.859989270871639	0
NASP	NASP	All Probes	RNA	Endogenous	01	0.624090521696843	0
NBN	NBN	All Probes;Cell Cycle;Cellular responses to external stimuli;Transcriptional Regulation by TP53;DNA Repair	RNA	Endogenous	01	0.832225876461869	0
NCF4	NCF4	All Probes;Signaling by Rho GTPases;Signaling by VEGF;Cellular responses to external stimuli;Class I MHC mediated antigen processing & presentation	RNA	Endogenous	01	0.817410921922173	0
NCOR1	NCOR1	All Probes;Signaling by ERBB4;Organelle biogenesis and maintenance;Transcriptional regulation of white adipocyte differentiation;Signaling by NOTCH;Chromatin modifying enzymes;Signaling by Nuclear Receptors;Diseases of signal transduction;Metabolism of lipids;Signaling by TGF-beta family members;Circadian Clock	RNA	Endogenous	01	0.670168783549061	0
NDUFA4L2	NDUFA4L2	All Probes	RNA	Endogenous	01	0.811370391104816	0
NECTIN1	NECTIN1	All Probes;Cell-Cell communication	RNA	Endogenous	01	0.508548347113269	0
NECTIN2	NECTIN2	All Probes;Cell-Cell communication;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	01	0.488930002104543	0
NEFL	NEFL	All Probes;FLT3 Signaling;MAPK family signaling cascades;Neuronal System	RNA	Endogenous	01	0.919285844542904	0
NegProbe-Kilo	NegProbe-Kilo	All Probes	RNA	Negative	01	1	0.0125
NEIL1	NEIL1	All Probes;DNA Repair	RNA	Endogenous	01	0.739571295019875	0
NF1	NF1	All Probes;FLT3 Signaling;Diseases of signal transduction;MAPK family signaling cascades	RNA	Endogenous	01	0.706591886810968	0
NF2	NF2	All Probes;Signaling by Rho GTPases	RNA	Endogenous	01	0.745879094010446	0
NFAM1	NFAM1	All Probes;Neutrophil degranulation	RNA	Endogenous	01	0.943107137025077	0
NFATC2	NFATC2	All Probes;C-type lectin receptors (CLRs);Fc epsilon receptor (FCERI) signaling;Transcriptional regulation by RUNX1;Signaling by the B Cell Receptor (BCR)	RNA	Endogenous	01	0.818413275708586	0
NFATC3	NFATC3	All Probes;C-type lectin receptors (CLRs);Fc epsilon receptor (FCERI) signaling;Signaling by the B Cell Receptor (BCR)	RNA	Endogenous	01	0.715014929718543	0
NFATC4	NFATC4	All Probes	RNA	Endogenous	01	0.693098823140653	0
NFE2L2	NFE2L2	All Probes	RNA	Endogenous	01	0.738682284092331	0
NFIL3	NFIL3	All Probes;Circadian Clock	RNA	Endogenous	01	0.902678573944993	0
NFKB1	NFKB1	All Probes;TCR signaling;Transcriptional regulation of white adipocyte differentiation;Neutrophil degranulation;Interleukin-17 signaling;C-type lectin receptors (CLRs);Cellular responses to external stimuli;Fc epsilon receptor (FCERI) signaling;Chromatin modifying enzymes;Interleukin-1 family signaling;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Signaling by the B Cell Receptor (BCR);Death Receptor Signalling;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Toll-like Receptor Cascades	RNA	Endogenous	01	0.764845551220259	0
NFKB2	NFKB2	All Probes;C-type lectin receptors (CLRs);Chromatin modifying enzymes;Post-translational protein modification;Interleukin-1 family signaling;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Toll-like Receptor Cascades;TNFR2 non-canonical NF-kB pathway	RNA	Endogenous	01	0.835757569026559	0
NFKBIA	NFKBIA	All Probes;TCR signaling;C-type lectin receptors (CLRs);Fc epsilon receptor (FCERI) signaling;Post-translational protein modification;Interleukin-1 family signaling;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Signaling by the B Cell Receptor (BCR);Death Receptor Signalling;Toll-like Receptor Cascades	RNA	Endogenous	01	0.646959192449233	0
NFKBIE	NFKBIE	All Probes;Signaling by the B Cell Receptor (BCR)	RNA	Endogenous	01	0.89629684769805	0
NFKBIZ	NFKBIZ	All Probes	RNA	Endogenous	01	0.521834488887813	0
NGFR	NGFR	All Probes;Death Receptor Signalling	RNA	Endogenous	01	0.920374107265259	0
NID2	NID2	All Probes;Extracellular matrix organization	RNA	Endogenous	01	0.788402883722541	0
NKD1	NKD1	All Probes	RNA	Endogenous	01	0.565119782268687	0
NLRC5	NLRC5	All Probes;DDX58/IFIH1-mediated induction of interferon-alpha/beta	RNA	Endogenous	01	0.744761599345595	0
NOD1	NOD1	All Probes;Interleukin-17 signaling;Post-translational protein modification;Interleukin-1 family signaling;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Toll-like Receptor Cascades	RNA	Endogenous	01	0.302648632658502	0
NODAL	NODAL	All Probes;Signaling by NODAL	RNA	Endogenous	01	0.92801646505179	0
NOG	NOG	All Probes;Signaling by TGF-beta family members	RNA	Endogenous	01	0.946391991710835	0
NOS2	NOS2	All Probes;Protein localization;Interleukin-4 and Interleukin-13 signaling;Platelet homeostasis	RNA	Endogenous	01	0.905731533494729	0
NOTCH1	NOTCH1	All Probes;Signaling by NOTCH;Diseases of signal transduction;Regulation of beta-cell development	RNA	Endogenous	01	0.827444306303132	0
NOTCH2	NOTCH2	All Probes;Signaling by NOTCH	RNA	Endogenous	01	0.710228017406588	0
NOTCH3	NOTCH3	All Probes;Signaling by NOTCH	RNA	Endogenous	01	0.766016840462881	0
NPM2	NPM2	All Probes	RNA	Endogenous	01	0.883962076748794	0
NR4A3	NR4A3	All Probes;Transcriptional regulation by RUNX1	RNA	Endogenous	01	0.811743112688501	0
NRAS	NRAS	All Probes;Signaling by ERBB4;FLT3 Signaling;Signaling by PDGF;Signaling by VEGF;Neutrophil degranulation;C-type lectin receptors (CLRs);Fc epsilon receptor (FCERI) signaling;Signaling by Nuclear Receptors;Diseases of signal transduction;MAPK family signaling cascades;DAP12 interactions;Signaling by Erythropoietin;Signaling by FGFR;Signaling by EGFR;Signaling by the B Cell Receptor (BCR);Signaling by PTK6;Cell surface interactions at the vascular wall;Neuronal System;Axon guidance;Signaling by NTRKs;GPCR downstream signalling	RNA	Endogenous	01	0.912172995800009	0
NRDE2	NRDE2	All Probes	RNA	Endogenous	01	0.706228930981195	0
NSD1	NSD1	All Probes;Chromatin modifying enzymes	RNA	Endogenous	01	0.754295962641246	0
NTF3	NTF3	All Probes;Signaling by NTRKs	RNA	Endogenous	01	0.938392653314051	0
NTRK2	NTRK2	All Probes;Signaling by NTRKs	RNA	Endogenous	01	0.900817200418528	0
